"Desease";"Año";"Resultado";"Mensaje"
"Intoxicación Por Medicamentos";"2021";"Success";"Success Intoxicación Por Medicamentos 2021 : 104  rows, 5  columns"
"Intoxicación Por Medicamentos";"2022";"Success";"Success Intoxicación Por Medicamentos 2022 : 104  rows, 5  columns"
"Intoxicación Por Metales Pesados";"2009";"Success";"Success Intoxicación Por Metales Pesados 2009 : 64  rows, 5  columns"
"Intoxicación Por Metales Pesados";"2010";"Success";"Success Intoxicación Por Metales Pesados 2010 : 64  rows, 5  columns"
"Intoxicación Por Metales Pesados";"2011";"Success";"Success Intoxicación Por Metales Pesados 2011 : 62  rows, 5  columns"
"Intoxicación Por Metales Pesados";"2012";"Success";"Success Intoxicación Por Metales Pesados 2012 : 61  rows, 5  columns"
"Intoxicación Por Metales Pesados";"2013";"Success";"Success Intoxicación Por Metales Pesados 2013 : 59  rows, 5  columns"
"Intoxicación Por Metales Pesados";"2014";"Success";"Success Intoxicación Por Metales Pesados 2014 : 72  rows, 5  columns"
"Intoxicación Por Metales Pesados";"2015";"Success";"Success Intoxicación Por Metales Pesados 2015 : 62  rows, 5  columns"
"Intoxicación Por Metales Pesados";"2016";"Success";"Success Intoxicación Por Metales Pesados 2016 : 64  rows, 5  columns"
"Intoxicación Por Metales Pesados";"2017";"Success";"Success Intoxicación Por Metales Pesados 2017 : 69  rows, 5  columns"
"Intoxicación Por Metales Pesados";"2018";"Success";"Success Intoxicación Por Metales Pesados 2018 : 55  rows, 5  columns"
"Intoxicación Por Metales Pesados";"2019";"Success";"Success Intoxicación Por Metales Pesados 2019 : 49  rows, 5  columns"
"Intoxicación Por Metales Pesados";"2020";"Success";"Success Intoxicación Por Metales Pesados 2020 : 35  rows, 5  columns"
"Intoxicación Por Metales Pesados";"2021";"Success";"Success Intoxicación Por Metales Pesados 2021 : 36  rows, 5  columns"
"Intoxicación Por Metales Pesados";"2022";"Success";"Success Intoxicación Por Metales Pesados 2022 : 39  rows, 5  columns"
"Intoxicación Por Metanol";"2009";"Success";"Success Intoxicación Por Metanol 2009 : 54  rows, 5  columns"
"Intoxicación Por Metanol";"2010";"Success";"Success Intoxicación Por Metanol 2010 : 89  rows, 5  columns"
"Intoxicación Por Metanol";"2011";"Success";"Success Intoxicación Por Metanol 2011 : 95  rows, 5  columns"
"Intoxicación Por Metanol";"2012";"Success";"Success Intoxicación Por Metanol 2012 : 69  rows, 5  columns"
"Intoxicación Por Metanol";"2013";"Success";"Success Intoxicación Por Metanol 2013 : 63  rows, 5  columns"
"Intoxicación Por Metanol";"2014";"Success";"Success Intoxicación Por Metanol 2014 : 64  rows, 5  columns"
"Intoxicación Por Metanol";"2015";"Success";"Success Intoxicación Por Metanol 2015 : 97  rows, 5  columns"
"Intoxicación Por Metanol";"2016";"Success";"Success Intoxicación Por Metanol 2016 : 97  rows, 5  columns"
"Intoxicación Por Metanol";"2017";"Success";"Success Intoxicación Por Metanol 2017 : 95  rows, 5  columns"
"Intoxicación Por Metanol";"2018";"Success";"Success Intoxicación Por Metanol 2018 : 92  rows, 5  columns"
"Intoxicación Por Metanol";"2019";"Success";"Success Intoxicación Por Metanol 2019 : 95  rows, 5  columns"
"Intoxicación Por Metanol";"2020";"Success";"Success Intoxicación Por Metanol 2020 : 81  rows, 5  columns"
"Intoxicación Por Metanol";"2021";"Success";"Success Intoxicación Por Metanol 2021 : 87  rows, 5  columns"
"Intoxicación Por Metanol";"2022";"Success";"Success Intoxicación Por Metanol 2022 : 87  rows, 5  columns"
"Intoxicación Por Otras Sustancias Químicas";"2012";"Success";"Success Intoxicación Por Otras Sustancias Químicas 2012 : 104  rows, 5  columns"
"Intoxicación Por Otras Sustancias Químicas";"2013";"Success";"Success Intoxicación Por Otras Sustancias Químicas 2013 : 105  rows, 5  columns"
"Intoxicación Por Otras Sustancias Químicas";"2014";"Success";"Success Intoxicación Por Otras Sustancias Químicas 2014 : 106  rows, 5  columns"
"Intoxicación Por Otras Sustancias Químicas";"2015";"Success";"Success Intoxicación Por Otras Sustancias Químicas 2015 : 106  rows, 5  columns"
"Intoxicación Por Otras Sustancias Químicas";"2016";"Success";"Success Intoxicación Por Otras Sustancias Químicas 2016 : 104  rows, 5  columns"
"Intoxicación Por Otras Sustancias Químicas";"2017";"Success";"Success Intoxicación Por Otras Sustancias Químicas 2017 : 104  rows, 5  columns"
"Intoxicación Por Otras Sustancias Químicas";"2018";"Success";"Success Intoxicación Por Otras Sustancias Químicas 2018 : 104  rows, 5  columns"
"Intoxicación Por Otras Sustancias Químicas";"2019";"Success";"Success Intoxicación Por Otras Sustancias Químicas 2019 : 104  rows, 5  columns"
"Intoxicación Por Otras Sustancias Químicas";"2020";"Success";"Success Intoxicación Por Otras Sustancias Químicas 2020 : 107  rows, 5  columns"
"Intoxicación Por Otras Sustancias Químicas";"2021";"Success";"Success Intoxicación Por Otras Sustancias Químicas 2021 : 104  rows, 5  columns"
"Intoxicación Por Otras Sustancias Químicas";"2022";"Success";"Success Intoxicación Por Otras Sustancias Químicas 2022 : 104  rows, 5  columns"
"Intoxicación Por Plaguicidas";"2007";"Success";"Success Intoxicación Por Plaguicidas 2007 : 104  rows, 5  columns"
"Intoxicación Por Plaguicidas";"2009";"Success";"Success Intoxicación Por Plaguicidas 2009 : 104  rows, 5  columns"
"Intoxicación Por Plaguicidas";"2010";"Success";"Success Intoxicación Por Plaguicidas 2010 : 105  rows, 5  columns"
"Intoxicación Por Plaguicidas";"2011";"Success";"Success Intoxicación Por Plaguicidas 2011 : 105  rows, 5  columns"
"Intoxicación Por Plaguicidas";"2012";"Success";"Success Intoxicación Por Plaguicidas 2012 : 104  rows, 5  columns"
"Intoxicación Por Plaguicidas";"2013";"Success";"Success Intoxicación Por Plaguicidas 2013 : 105  rows, 5  columns"
"Intoxicación Por Plaguicidas";"2014";"Success";"Success Intoxicación Por Plaguicidas 2014 : 105  rows, 5  columns"
"Intoxicación Por Plaguicidas";"2015";"Success";"Success Intoxicación Por Plaguicidas 2015 : 105  rows, 5  columns"
"Intoxicación Por Plaguicidas";"2016";"Success";"Success Intoxicación Por Plaguicidas 2016 : 104  rows, 5  columns"
"Intoxicación Por Plaguicidas";"2017";"Success";"Success Intoxicación Por Plaguicidas 2017 : 104  rows, 5  columns"
"Intoxicación Por Plaguicidas";"2018";"Success";"Success Intoxicación Por Plaguicidas 2018 : 104  rows, 5  columns"
"Intoxicación Por Plaguicidas";"2019";"Success";"Success Intoxicación Por Plaguicidas 2019 : 104  rows, 5  columns"
"Intoxicación Por Plaguicidas";"2020";"Success";"Success Intoxicación Por Plaguicidas 2020 : 107  rows, 5  columns"
"Intoxicación Por Plaguicidas";"2021";"Success";"Success Intoxicación Por Plaguicidas 2021 : 104  rows, 5  columns"
"Intoxicación Por Plaguicidas";"2022";"Success";"Success Intoxicación Por Plaguicidas 2022 : 104  rows, 5  columns"
"Intoxicación Por Solventes";"2009";"Success";"Success Intoxicación Por Solventes 2009 : 101  rows, 5  columns"
"Intoxicación Por Solventes";"2010";"Success";"Success Intoxicación Por Solventes 2010 : 102  rows, 5  columns"
"Intoxicación Por Solventes";"2011";"Success";"Success Intoxicación Por Solventes 2011 : 104  rows, 5  columns"
"Intoxicación Por Solventes";"2012";"Success";"Success Intoxicación Por Solventes 2012 : 104  rows, 5  columns"
"Intoxicación Por Solventes";"2013";"Success";"Success Intoxicación Por Solventes 2013 : 105  rows, 5  columns"
"Intoxicación Por Solventes";"2014";"Success";"Success Intoxicación Por Solventes 2014 : 106  rows, 5  columns"
"Intoxicación Por Solventes";"2015";"Success";"Success Intoxicación Por Solventes 2015 : 104  rows, 5  columns"
"Intoxicación Por Solventes";"2016";"Success";"Success Intoxicación Por Solventes 2016 : 104  rows, 5  columns"
"Intoxicación Por Solventes";"2017";"Success";"Success Intoxicación Por Solventes 2017 : 104  rows, 5  columns"
"Intoxicación Por Solventes";"2018";"Success";"Success Intoxicación Por Solventes 2018 : 105  rows, 5  columns"
"Intoxicación Por Solventes";"2019";"Success";"Success Intoxicación Por Solventes 2019 : 105  rows, 5  columns"
"Intoxicación Por Solventes";"2020";"Success";"Success Intoxicación Por Solventes 2020 : 107  rows, 5  columns"
"Intoxicación Por Solventes";"2021";"Success";"Success Intoxicación Por Solventes 2021 : 104  rows, 5  columns"
"Intoxicación Por Solventes";"2022";"Success";"Success Intoxicación Por Solventes 2022 : 104  rows, 5  columns"
"Intoxicación Por Sustancias Psicoactivas";"2010";"Success";"Success Intoxicación Por Sustancias Psicoactivas 2010 : 96  rows, 5  columns"
"Intoxicación Por Sustancias Psicoactivas";"2011";"Success";"Success Intoxicación Por Sustancias Psicoactivas 2011 : 104  rows, 5  columns"
"Intoxicación Por Sustancias Psicoactivas";"2012";"Success";"Success Intoxicación Por Sustancias Psicoactivas 2012 : 104  rows, 5  columns"
"Intoxicación Por Sustancias Psicoactivas";"2013";"Success";"Success Intoxicación Por Sustancias Psicoactivas 2013 : 105  rows, 5  columns"
"Intoxicación Por Sustancias Psicoactivas";"2014";"Success";"Success Intoxicación Por Sustancias Psicoactivas 2014 : 105  rows, 5  columns"
"Intoxicación Por Sustancias Psicoactivas";"2015";"Success";"Success Intoxicación Por Sustancias Psicoactivas 2015 : 104  rows, 5  columns"
"Intoxicación Por Sustancias Psicoactivas";"2016";"Success";"Success Intoxicación Por Sustancias Psicoactivas 2016 : 104  rows, 5  columns"
"Intoxicación Por Sustancias Psicoactivas";"2017";"Success";"Success Intoxicación Por Sustancias Psicoactivas 2017 : 104  rows, 5  columns"
"Intoxicación Por Sustancias Psicoactivas";"2018";"Success";"Success Intoxicación Por Sustancias Psicoactivas 2018 : 104  rows, 5  columns"
"Intoxicación Por Sustancias Psicoactivas";"2019";"Success";"Success Intoxicación Por Sustancias Psicoactivas 2019 : 104  rows, 5  columns"
"Intoxicación Por Sustancias Psicoactivas";"2020";"Success";"Success Intoxicación Por Sustancias Psicoactivas 2020 : 104  rows, 5  columns"
"Intoxicación Por Sustancias Psicoactivas";"2021";"Success";"Success Intoxicación Por Sustancias Psicoactivas 2021 : 104  rows, 5  columns"
"Intoxicación Por Sustancias Psicoactivas";"2022";"Success";"Success Intoxicación Por Sustancias Psicoactivas 2022 : 104  rows, 5  columns"
"Leishmaniasis Cutánea";"2011";"Success";"Success Leishmaniasis Cutánea 2011 : 105  rows, 5  columns"
"Leishmaniasis Cutánea";"2012";"Success";"Success Leishmaniasis Cutánea 2012 : 105  rows, 5  columns"
"Leishmaniasis Cutánea";"2013";"Success";"Success Leishmaniasis Cutánea 2013 : 105  rows, 5  columns"
"Leishmaniasis Cutánea";"2014";"Success";"Success Leishmaniasis Cutánea 2014 : 105  rows, 5  columns"
"Leishmaniasis Cutánea";"2015";"Success";"Success Leishmaniasis Cutánea 2015 : 103  rows, 5  columns"
"Leishmaniasis Cutánea";"2016";"Success";"Success Leishmaniasis Cutánea 2016 : 104  rows, 5  columns"
"Leishmaniasis Cutánea";"2017";"Success";"Success Leishmaniasis Cutánea 2017 : 104  rows, 5  columns"
"Leishmaniasis Cutánea";"2018";"Success";"Success Leishmaniasis Cutánea 2018 : 104  rows, 5  columns"
"Leishmaniasis Cutánea";"2019";"Success";"Success Leishmaniasis Cutánea 2019 : 104  rows, 5  columns"
"Leishmaniasis Cutánea";"2020";"Success";"Success Leishmaniasis Cutánea 2020 : 106  rows, 5  columns"
"Leishmaniasis Cutánea";"2021";"Success";"Success Leishmaniasis Cutánea 2021 : 106  rows, 5  columns"
"Leishmaniasis Cutánea";"2022";"Success";"Success Leishmaniasis Cutánea 2022 : 104  rows, 5  columns"
"Leishmaniasis Mucosa";"2009";"Success";"Success Leishmaniasis Mucosa 2009 : 51  rows, 5  columns"
"Leishmaniasis Mucosa";"2010";"Success";"Success Leishmaniasis Mucosa 2010 : 53  rows, 5  columns"
"Leishmaniasis Mucosa";"2011";"Success";"Success Leishmaniasis Mucosa 2011 : 62  rows, 5  columns"
"Leishmaniasis Mucosa";"2012";"Success";"Success Leishmaniasis Mucosa 2012 : 60  rows, 5  columns"
"Leishmaniasis Mucosa";"2013";"Success";"Success Leishmaniasis Mucosa 2013 : 48  rows, 5  columns"
"Leishmaniasis Mucosa";"2014";"Success";"Success Leishmaniasis Mucosa 2014 : 60  rows, 5  columns"
"Leishmaniasis Mucosa";"2015";"Success";"Success Leishmaniasis Mucosa 2015 : 46  rows, 5  columns"
"Leishmaniasis Mucosa";"2016";"Success";"Success Leishmaniasis Mucosa 2016 : 61  rows, 5  columns"
"Leishmaniasis Mucosa";"2017";"Success";"Success Leishmaniasis Mucosa 2017 : 44  rows, 5  columns"
"Leishmaniasis Mucosa";"2018";"Success";"Success Leishmaniasis Mucosa 2018 : 43  rows, 5  columns"
"Leishmaniasis Mucosa";"2019";"Success";"Success Leishmaniasis Mucosa 2019 : 40  rows, 5  columns"
"Leishmaniasis Mucosa";"2020";"Success";"Success Leishmaniasis Mucosa 2020 : 30  rows, 5  columns"
"Leishmaniasis Mucosa";"2021";"Success";"Success Leishmaniasis Mucosa 2021 : 46  rows, 5  columns"
"Leishmaniasis Mucosa";"2022";"Success";"Success Leishmaniasis Mucosa 2022 : 52  rows, 5  columns"
"Leishmaniasis Visceral";"2009";"Success";"Success Leishmaniasis Visceral 2009 : 29  rows, 5  columns"
"Leishmaniasis Visceral";"2010";"Success";"Success Leishmaniasis Visceral 2010 : 21  rows, 5  columns"
"Leishmaniasis Visceral";"2011";"Success";"Success Leishmaniasis Visceral 2011 : 11  rows, 5  columns"
"Leishmaniasis Visceral";"2012";"Success";"Success Leishmaniasis Visceral 2012 : 8  rows, 5  columns"
"Leishmaniasis Visceral";"2013";"Success";"Success Leishmaniasis Visceral 2013 : 12  rows, 5  columns"
"Leishmaniasis Visceral";"2014";"Success";"Success Leishmaniasis Visceral 2014 : 26  rows, 5  columns"
"Leishmaniasis Visceral";"2015";"Success";"Success Leishmaniasis Visceral 2015 : 18  rows, 5  columns"
"Leishmaniasis Visceral";"2016";"Success";"Success Leishmaniasis Visceral 2016 : 30  rows, 5  columns"
"Leishmaniasis Visceral";"2017";"Success";"Success Leishmaniasis Visceral 2017 : 22  rows, 5  columns"
"Leishmaniasis Visceral";"2018";"Success";"Success Leishmaniasis Visceral 2018 : 15  rows, 5  columns"
"Leishmaniasis Visceral";"2019";"Success";"Success Leishmaniasis Visceral 2019 : 15  rows, 5  columns"
"Leishmaniasis Visceral";"2020";"Success";"Success Leishmaniasis Visceral 2020 : 7  rows, 5  columns"
"Leishmaniasis Visceral";"2021";"Success";"Success Leishmaniasis Visceral 2021 : 6  rows, 5  columns"
"Leishmaniasis Visceral";"2022";"Success";"Success Leishmaniasis Visceral 2022 : 13  rows, 5  columns"
"Lepra";"2009";"Success";"Success Lepra 2009 : 86  rows, 5  columns"
"Lepra";"2010";"Success";"Success Lepra 2010 : 97  rows, 5  columns"
"Lepra";"2011";"Success";"Success Lepra 2011 : 83  rows, 5  columns"
"Lepra";"2012";"Success";"Success Lepra 2012 : 89  rows, 5  columns"
"Lepra";"2013";"Success";"Success Lepra 2013 : 90  rows, 5  columns"
"Lepra";"2014";"Success";"Success Lepra 2014 : 85  rows, 5  columns"
"Lepra";"2015";"Success";"Success Lepra 2015 : 78  rows, 5  columns"
"Lepra";"2016";"Success";"Success Lepra 2016 : 72  rows, 5  columns"
"Lepra";"2017";"Success";"Success Lepra 2017 : 80  rows, 5  columns"
"Lepra";"2018";"Success";"Success Lepra 2018 : 71  rows, 5  columns"
"Lepra";"2019";"Success";"Success Lepra 2019 : 77  rows, 5  columns"
"Lepra";"2020";"Success";"Success Lepra 2020 : 56  rows, 5  columns"
"Lepra";"2021";"Success";"Success Lepra 2021 : 78  rows, 5  columns"
"Lepra";"2022";"Success";"Success Lepra 2022 : 70  rows, 5  columns"
"Leptospirosis";"2009";"Success";"Success Leptospirosis 2009 : 104  rows, 5  columns"
"Leptospirosis";"2010";"Success";"Success Leptospirosis 2010 : 104  rows, 5  columns"
"Leptospirosis";"2011";"Success";"Success Leptospirosis 2011 : 104  rows, 5  columns"
"Leptospirosis";"2012";"Success";"Success Leptospirosis 2012 : 104  rows, 5  columns"
"Leptospirosis";"2013";"Success";"Success Leptospirosis 2013 : 103  rows, 5  columns"
"Leptospirosis";"2014";"Success";"Success Leptospirosis 2014 : 105  rows, 5  columns"
"Leptospirosis";"2015";"Success";"Success Leptospirosis 2015 : 100  rows, 5  columns"
"Leptospirosis";"2016";"Success";"Success Leptospirosis 2016 : 100  rows, 5  columns"
"Leptospirosis";"2017";"Success";"Success Leptospirosis 2017 : 101  rows, 5  columns"
"Leptospirosis";"2018";"Success";"Success Leptospirosis 2018 : 96  rows, 5  columns"
"Leptospirosis";"2019";"Success";"Success Leptospirosis 2019 : 44  rows, 5  columns"
"Leptospirosis";"2020";"Success";"Success Leptospirosis 2020 : 22  rows, 5  columns"
"Leptospirosis";"2021";"Success";"Success Leptospirosis 2021 : 56  rows, 5  columns"
"Leptospirosis";"2022";"Success";"Success Leptospirosis 2022 : 76  rows, 5  columns"
"Lesiones Por Pólvora Y Explosivos";"2009";"Success";"Success Lesiones Por Pólvora Y Explosivos 2009 : 79  rows, 5  columns"
"Lesiones Por Pólvora Y Explosivos";"2010";"Success";"Success Lesiones Por Pólvora Y Explosivos 2010 : 75  rows, 5  columns"
"Lesiones Por Pólvora Y Explosivos";"2011";"Success";"Success Lesiones Por Pólvora Y Explosivos 2011 : 92  rows, 5  columns"
"Lesiones Por Pólvora Y Explosivos";"2012";"Success";"Success Lesiones Por Pólvora Y Explosivos 2012 : 88  rows, 5  columns"
"Lesiones Por Pólvora Y Explosivos";"2013";"Success";"Success Lesiones Por Pólvora Y Explosivos 2013 : 94  rows, 5  columns"
"Lesiones Por Pólvora Y Explosivos";"2014";"Success";"Success Lesiones Por Pólvora Y Explosivos 2014 : 75  rows, 5  columns"
"Leucemia Aguda Pediátrica Linfoide";"2009";"Success";"Success Leucemia Aguda Pediátrica Linfoide 2009 : 87  rows, 5  columns"
"Leucemia Aguda Pediátrica Linfoide";"2010";"Success";"Success Leucemia Aguda Pediátrica Linfoide 2010 : 96  rows, 5  columns"
"Leucemia Aguda Pediátrica Linfoide";"2011";"Success";"Success Leucemia Aguda Pediátrica Linfoide 2011 : 99  rows, 5  columns"
"Leucemia Aguda Pediátrica Linfoide";"2012";"Success";"Success Leucemia Aguda Pediátrica Linfoide 2012 : 96  rows, 5  columns"
"Leucemia Aguda Pediátrica Linfoide";"2013";"Success";"Success Leucemia Aguda Pediátrica Linfoide 2013 : 94  rows, 5  columns"
"Leucemia Aguda Pediátrica Linfoide";"2014";"Success";"Success Leucemia Aguda Pediátrica Linfoide 2014 : 17  rows, 5  columns"
"Leucemia Aguda Pediátrica Linfoide";"2015";"Success";"Success Leucemia Aguda Pediátrica Linfoide 2015 : 101  rows, 5  columns"
"Leucemia Aguda Pediátrica Linfoide";"2016";"Success";"Success Leucemia Aguda Pediátrica Linfoide 2016 : 99  rows, 5  columns"
"Leucemia Aguda Pediátrica Linfoide";"2017";"Success";"Success Leucemia Aguda Pediátrica Linfoide 2017 : 102  rows, 5  columns"
"Leucemia Aguda Pediátrica Linfoide";"2018";"Success";"Success Leucemia Aguda Pediátrica Linfoide 2018 : 105  rows, 5  columns"
"Leucemia Aguda Pediátrica Linfoide";"2019";"Success";"Success Leucemia Aguda Pediátrica Linfoide 2019 : 103  rows, 5  columns"
"Leucemia Aguda Pediátrica Linfoide";"2020";"Success";"Success Leucemia Aguda Pediátrica Linfoide 2020 : 103  rows, 5  columns"
"Leucemia Aguda Pediátrica Linfoide";"2021";"Success";"Success Leucemia Aguda Pediátrica Linfoide 2021 : 105  rows, 5  columns"
"Leucemia Aguda Pediátrica Linfoide";"2022";"Success";"Success Leucemia Aguda Pediátrica Linfoide 2022 : 99  rows, 5  columns"
"Leucemia Aguda Pediátrica Mieloide";"2009";"Success";"Success Leucemia Aguda Pediátrica Mieloide 2009 : 34  rows, 5  columns"
"Leucemia Aguda Pediátrica Mieloide";"2010";"Success";"Success Leucemia Aguda Pediátrica Mieloide 2010 : 37  rows, 5  columns"
"Leucemia Aguda Pediátrica Mieloide";"2011";"Success";"Success Leucemia Aguda Pediátrica Mieloide 2011 : 43  rows, 5  columns"
"Leucemia Aguda Pediátrica Mieloide";"2012";"Success";"Success Leucemia Aguda Pediátrica Mieloide 2012 : 46  rows, 5  columns"
"Leucemia Aguda Pediátrica Mieloide";"2013";"Success";"Success Leucemia Aguda Pediátrica Mieloide 2013 : 47  rows, 5  columns"
"Leucemia Aguda Pediátrica Mieloide";"2014";"Success";"Success Leucemia Aguda Pediátrica Mieloide 2014 : 4  rows, 5  columns"
"Leucemia Aguda Pediátrica Mieloide";"2015";"Success";"Success Leucemia Aguda Pediátrica Mieloide 2015 : 62  rows, 5  columns"
"Leucemia Aguda Pediátrica Mieloide";"2016";"Success";"Success Leucemia Aguda Pediátrica Mieloide 2016 : 57  rows, 5  columns"
"Leucemia Aguda Pediátrica Mieloide";"2017";"Success";"Success Leucemia Aguda Pediátrica Mieloide 2017 : 63  rows, 5  columns"
"Leucemia Aguda Pediátrica Mieloide";"2018";"Success";"Success Leucemia Aguda Pediátrica Mieloide 2018 : 62  rows, 5  columns"
"Leucemia Aguda Pediátrica Mieloide";"2019";"Success";"Success Leucemia Aguda Pediátrica Mieloide 2019 : 54  rows, 5  columns"
"Leucemia Aguda Pediátrica Mieloide";"2020";"Success";"Success Leucemia Aguda Pediátrica Mieloide 2020 : 59  rows, 5  columns"
"Leucemia Aguda Pediátrica Mieloide";"2021";"Success";"Success Leucemia Aguda Pediátrica Mieloide 2021 : 53  rows, 5  columns"
"Leucemia Aguda Pediátrica Mieloide";"2022";"Success";"Success Leucemia Aguda Pediátrica Mieloide 2022 : 55  rows, 5  columns"
"Malaria Complicada";"2009";"Success";"Success Malaria Complicada 2009 : 91  rows, 5  columns"
"Malaria Complicada";"2010";"Success";"Success Malaria Complicada 2010 : 103  rows, 5  columns"
"Malaria Complicada";"2011";"Success";"Success Malaria Complicada 2011 : 103  rows, 5  columns"
"Malaria Complicada";"2012";"Success";"Success Malaria Complicada 2012 : 92  rows, 5  columns"
"Malaria Complicada";"2013";"Success";"Success Malaria Complicada 2013 : 101  rows, 5  columns"
"Malaria Complicada";"2014";"Success";"Success Malaria Complicada 2014 : 96  rows, 5  columns"
"Malaria Complicada";"2015";"Success";"Success Malaria Complicada 2015 : 100  rows, 5  columns"
"Malaria Complicada";"2016";"Success";"Success Malaria Complicada 2016 : 104  rows, 5  columns"
"Malaria Complicada";"2017";"Success";"Success Malaria Complicada 2017 : 104  rows, 5  columns"
"Malaria Complicada";"2018";"Success";"Success Malaria Complicada 2018 : 104  rows, 5  columns"
"Malaria Complicada";"2019";"Success";"Success Malaria Complicada 2019 : 104  rows, 5  columns"
"Malaria Complicada";"2020";"Success";"Success Malaria Complicada 2020 : 105  rows, 5  columns"
"Malaria Complicada";"2021";"Success";"Success Malaria Complicada 2021 : 104  rows, 5  columns"
"Malaria Complicada";"2022";"Success";"Success Malaria Complicada 2022 : 104  rows, 5  columns"
"Malaria Falciparum";"2009";"Success";"Success Malaria Falciparum 2009 : 104  rows, 5  columns"
"Malaria Falciparum";"2010";"Success";"Success Malaria Falciparum 2010 : 104  rows, 5  columns"
"Malaria Falciparum";"2011";"Success";"Success Malaria Falciparum 2011 : 106  rows, 5  columns"
"Malaria Falciparum";"2012";"Success";"Success Malaria Falciparum 2012 : 106  rows, 5  columns"
"Malaria Falciparum";"2013";"Success";"Success Malaria Falciparum 2013 : 106  rows, 5  columns"
"Malaria Falciparum";"2014";"Success";"Success Malaria Falciparum 2014 : 106  rows, 5  columns"
"Malaria Falciparum";"2015";"Success";"Success Malaria Falciparum 2015 : 104  rows, 5  columns"
"Malaria Falciparum";"2016";"Success";"Success Malaria Falciparum 2016 : 104  rows, 5  columns"
"Malaria Falciparum";"2017";"Success";"Success Malaria Falciparum 2017 : 104  rows, 5  columns"
"Malaria Falciparum";"2018";"Success";"Success Malaria Falciparum 2018 : 104  rows, 5  columns"
"Malaria Falciparum";"2019";"Success";"Success Malaria Falciparum 2019 : 104  rows, 5  columns"
"Malaria Falciparum";"2020";"Success";"Success Malaria Falciparum 2020 : 106  rows, 5  columns"
"Malaria Falciparum";"2021";"Success";"Success Malaria Falciparum 2021 : 104  rows, 5  columns"
"Malaria Falciparum";"2022";"Success";"Success Malaria Falciparum 2022 : 104  rows, 5  columns"
"Malaria Vivax";"2009";"Success";"Success Malaria Vivax 2009 : 104  rows, 5  columns"
"Malaria Vivax";"2010";"Success";"Success Malaria Vivax 2010 : 104  rows, 5  columns"
"Malaria Vivax";"2011";"Success";"Success Malaria Vivax 2011 : 105  rows, 5  columns"
"Malaria Vivax";"2012";"Success";"Success Malaria Vivax 2012 : 105  rows, 5  columns"
"Malaria Vivax";"2013";"Success";"Success Malaria Vivax 2013 : 105  rows, 5  columns"
"Malaria Vivax";"2014";"Success";"Success Malaria Vivax 2014 : 105  rows, 5  columns"
"Malaria Vivax";"2015";"Success";"Success Malaria Vivax 2015 : 104  rows, 5  columns"
"Malaria Vivax";"2016";"Success";"Success Malaria Vivax 2016 : 104  rows, 5  columns"
"Malaria Vivax";"2017";"Success";"Success Malaria Vivax 2017 : 104  rows, 5  columns"
"Malaria Vivax";"2018";"Success";"Success Malaria Vivax 2018 : 104  rows, 5  columns"
"Malaria Vivax";"2019";"Success";"Success Malaria Vivax 2019 : 104  rows, 5  columns"
"Malaria Vivax";"2020";"Success";"Success Malaria Vivax 2020 : 106  rows, 5  columns"
"Malaria Vivax";"2021";"Success";"Success Malaria Vivax 2021 : 104  rows, 5  columns"
"Malaria Vivax";"2022";"Success";"Success Malaria Vivax 2022 : 104  rows, 5  columns"
"Meningitis Bacteriana Y Enfermedad Meningocócica";"2009";"Success";"Success Meningitis Bacteriana Y Enfermedad Meningocócica 2009 : 10  rows, 5  columns"
"Meningitis Bacteriana Y Enfermedad Meningocócica";"2010";"Success";"Success Meningitis Bacteriana Y Enfermedad Meningocócica 2010 : 22  rows, 5  columns"
"Meningitis Bacteriana Y Enfermedad Meningocócica";"2011";"Success";"Success Meningitis Bacteriana Y Enfermedad Meningocócica 2011 : 14  rows, 5  columns"
"Meningitis Bacteriana Y Enfermedad Meningocócica";"2012";"Success";"Success Meningitis Bacteriana Y Enfermedad Meningocócica 2012 : 17  rows, 5  columns"
"Meningitis Bacteriana Y Enfermedad Meningocócica";"2013";"Success";"Success Meningitis Bacteriana Y Enfermedad Meningocócica 2013 : 10  rows, 5  columns"
"Meningitis Bacteriana Y Enfermedad Meningocócica";"2015";"Success";"Success Meningitis Bacteriana Y Enfermedad Meningocócica 2015 : 18  rows, 5  columns"
"Meningitis Bacteriana Y Enfermedad Meningocócica";"2016";"Success";"Success Meningitis Bacteriana Y Enfermedad Meningocócica 2016 : 31  rows, 5  columns"
"Meningitis Bacteriana Y Enfermedad Meningocócica";"2017";"Success";"Success Meningitis Bacteriana Y Enfermedad Meningocócica 2017 : 18  rows, 5  columns"
"Meningitis Bacteriana Y Enfermedad Meningocócica";"2018";"Success";"Success Meningitis Bacteriana Y Enfermedad Meningocócica 2018 : 8  rows, 5  columns"
"Meningitis Bacteriana Y Enfermedad Meningocócica";"2019";"Success";"Success Meningitis Bacteriana Y Enfermedad Meningocócica 2019 : 3  rows, 5  columns"
"Meningitis Bacteriana Y Enfermedad Meningocócica";"2020";"Success";"Success Meningitis Bacteriana Y Enfermedad Meningocócica 2020 : 5  rows, 5  columns"
"Meningitis Bacteriana Y Enfermedad Meningocócica";"2021";"Success";"Success Meningitis Bacteriana Y Enfermedad Meningocócica 2021 : 11  rows, 5  columns"
