"Desease";"Año";"Resultado";"Mensaje"
"Leptospirosis";2018;"Success";"Success Leptospirosis 2018 : 266  rows, 4  columns"
"Leptospirosis";2019;"Success";"Success Leptospirosis 2019 : 75  rows, 4  columns"
"Leptospirosis";2020;"Success";"Success Leptospirosis 2020 : 28  rows, 4  columns"
"Leptospirosis";2021;"Success";"Success Leptospirosis 2021 : 88  rows, 4  columns"
"Leptospirosis";2022;"Success";"Success Leptospirosis 2022 : 172  rows, 4  columns"
"Lesiones Por Pólvora Y Explosivos";2009;"Success";"Success Lesiones Por Pólvora Y Explosivos 2009 : 183  rows, 4  columns"
"Lesiones Por Pólvora Y Explosivos";2010;"Success";"Success Lesiones Por Pólvora Y Explosivos 2010 : 188  rows, 4  columns"
"Lesiones Por Pólvora Y Explosivos";2011;"Success";"Success Lesiones Por Pólvora Y Explosivos 2011 : 234  rows, 4  columns"
"Lesiones Por Pólvora Y Explosivos";2012;"Success";"Success Lesiones Por Pólvora Y Explosivos 2012 : 271  rows, 4  columns"
"Lesiones Por Pólvora Y Explosivos";2013;"Success";"Success Lesiones Por Pólvora Y Explosivos 2013 : 265  rows, 4  columns"
"Lesiones Por Pólvora Y Explosivos";2014;"Success";"Success Lesiones Por Pólvora Y Explosivos 2014 : 190  rows, 4  columns"
"Leucemia Aguda Pediátrica Linfoide";2009;"Success";"Success Leucemia Aguda Pediátrica Linfoide 2009 : 229  rows, 4  columns"
"Leucemia Aguda Pediátrica Linfoide";2010;"Success";"Success Leucemia Aguda Pediátrica Linfoide 2010 : 219  rows, 4  columns"
"Leucemia Aguda Pediátrica Linfoide";2011;"Success";"Success Leucemia Aguda Pediátrica Linfoide 2011 : 251  rows, 4  columns"
"Leucemia Aguda Pediátrica Linfoide";2012;"Success";"Success Leucemia Aguda Pediátrica Linfoide 2012 : 215  rows, 4  columns"
"Leucemia Aguda Pediátrica Linfoide";2013;"Success";"Success Leucemia Aguda Pediátrica Linfoide 2013 : 199  rows, 4  columns"
"Leucemia Aguda Pediátrica Linfoide";2014;"Success";"Success Leucemia Aguda Pediátrica Linfoide 2014 : 26  rows, 4  columns"
"Leucemia Aguda Pediátrica Linfoide";2015;"Success";"Success Leucemia Aguda Pediátrica Linfoide 2015 : 418  rows, 4  columns"
"Leucemia Aguda Pediátrica Linfoide";2016;"Success";"Success Leucemia Aguda Pediátrica Linfoide 2016 : 358  rows, 4  columns"
"Leucemia Aguda Pediátrica Linfoide";2017;"Success";"Success Leucemia Aguda Pediátrica Linfoide 2017 : 426  rows, 4  columns"
"Leucemia Aguda Pediátrica Linfoide";2018;"Success";"Success Leucemia Aguda Pediátrica Linfoide 2018 : 406  rows, 4  columns"
"Leucemia Aguda Pediátrica Linfoide";2019;"Success";"Success Leucemia Aguda Pediátrica Linfoide 2019 : 431  rows, 4  columns"
"Leucemia Aguda Pediátrica Linfoide";2020;"Success";"Success Leucemia Aguda Pediátrica Linfoide 2020 : 371  rows, 4  columns"
"Leucemia Aguda Pediátrica Linfoide";2021;"Success";"Success Leucemia Aguda Pediátrica Linfoide 2021 : 417  rows, 4  columns"
"Leucemia Aguda Pediátrica Linfoide";2022;"Success";"Success Leucemia Aguda Pediátrica Linfoide 2022 : 399  rows, 4  columns"
"Leucemia Aguda Pediátrica Mieloide";2009;"Success";"Success Leucemia Aguda Pediátrica Mieloide 2009 : 44  rows, 4  columns"
"Leucemia Aguda Pediátrica Mieloide";2010;"Success";"Success Leucemia Aguda Pediátrica Mieloide 2010 : 47  rows, 4  columns"
"Leucemia Aguda Pediátrica Mieloide";2011;"Success";"Success Leucemia Aguda Pediátrica Mieloide 2011 : 57  rows, 4  columns"
"Leucemia Aguda Pediátrica Mieloide";2012;"Success";"Success Leucemia Aguda Pediátrica Mieloide 2012 : 61  rows, 4  columns"
"Leucemia Aguda Pediátrica Mieloide";2013;"Success";"Success Leucemia Aguda Pediátrica Mieloide 2013 : 59  rows, 4  columns"
"Leucemia Aguda Pediátrica Mieloide";2014;"Success";"Success Leucemia Aguda Pediátrica Mieloide 2014 : 4  rows, 4  columns"
"Leucemia Aguda Pediátrica Mieloide";2015;"Success";"Success Leucemia Aguda Pediátrica Mieloide 2015 : 86  rows, 4  columns"
"Leucemia Aguda Pediátrica Mieloide";2016;"Success";"Success Leucemia Aguda Pediátrica Mieloide 2016 : 81  rows, 4  columns"
"Leucemia Aguda Pediátrica Mieloide";2017;"Success";"Success Leucemia Aguda Pediátrica Mieloide 2017 : 93  rows, 4  columns"
"Leucemia Aguda Pediátrica Mieloide";2018;"Success";"Success Leucemia Aguda Pediátrica Mieloide 2018 : 89  rows, 4  columns"
"Leucemia Aguda Pediátrica Mieloide";2019;"Success";"Success Leucemia Aguda Pediátrica Mieloide 2019 : 74  rows, 4  columns"
"Leucemia Aguda Pediátrica Mieloide";2020;"Success";"Success Leucemia Aguda Pediátrica Mieloide 2020 : 78  rows, 4  columns"
"Leucemia Aguda Pediátrica Mieloide";2021;"Success";"Success Leucemia Aguda Pediátrica Mieloide 2021 : 72  rows, 4  columns"
"Leucemia Aguda Pediátrica Mieloide";2022;"Success";"Success Leucemia Aguda Pediátrica Mieloide 2022 : 78  rows, 4  columns"
"Malaria Complicada";2009;"Success";"Success Malaria Complicada 2009 : 178  rows, 4  columns"
"Malaria Complicada";2010;"Success";"Success Malaria Complicada 2010 : 319  rows, 4  columns"
"Malaria Complicada";2011;"Success";"Success Malaria Complicada 2011 : 290  rows, 4  columns"
"Malaria Complicada";2012;"Success";"Success Malaria Complicada 2012 : 207  rows, 4  columns"
"Malaria Complicada";2013;"Success";"Success Malaria Complicada 2013 : 259  rows, 4  columns"
"Malaria Complicada";2014;"Success";"Success Malaria Complicada 2014 : 201  rows, 4  columns"
"Malaria Complicada";2015;"Success";"Success Malaria Complicada 2015 : 303  rows, 4  columns"
"Malaria Complicada";2016;"Success";"Success Malaria Complicada 2016 : 362  rows, 4  columns"
"Malaria Complicada";2017;"Success";"Success Malaria Complicada 2017 : 326  rows, 4  columns"
"Malaria Complicada";2018;"Success";"Success Malaria Complicada 2018 : 336  rows, 4  columns"
"Malaria Complicada";2019;"Success";"Success Malaria Complicada 2019 : 351  rows, 4  columns"
"Malaria Complicada";2020;"Success";"Success Malaria Complicada 2020 : 343  rows, 4  columns"
"Malaria Complicada";2021;"Success";"Success Malaria Complicada 2021 : 346  rows, 4  columns"
"Malaria Complicada";2022;"Success";"Success Malaria Complicada 2022 : 341  rows, 4  columns"
"Malaria Falciparum";2009;"Success";"Success Malaria Falciparum 2009 : 776  rows, 4  columns"
"Malaria Falciparum";2010;"Success";"Success Malaria Falciparum 2010 : 650  rows, 4  columns"
"Malaria Falciparum";2011;"Success";"Success Malaria Falciparum 2011 : 444  rows, 4  columns"
"Malaria Falciparum";2012;"Success";"Success Malaria Falciparum 2012 : 430  rows, 4  columns"
"Malaria Falciparum";2013;"Success";"Success Malaria Falciparum 2013 : 409  rows, 4  columns"
"Malaria Falciparum";2014;"Success";"Success Malaria Falciparum 2014 : 415  rows, 4  columns"
"Malaria Falciparum";2015;"Success";"Success Malaria Falciparum 2015 : 439  rows, 4  columns"
"Malaria Falciparum";2016;"Success";"Success Malaria Falciparum 2016 : 458  rows, 4  columns"
"Malaria Falciparum";2017;"Success";"Success Malaria Falciparum 2017 : 396  rows, 4  columns"
"Malaria Falciparum";2018;"Success";"Success Malaria Falciparum 2018 : 393  rows, 4  columns"
"Malaria Falciparum";2019;"Success";"Success Malaria Falciparum 2019 : 412  rows, 4  columns"
"Malaria Falciparum";2020;"Success";"Success Malaria Falciparum 2020 : 417  rows, 4  columns"
"Malaria Falciparum";2021;"Success";"Success Malaria Falciparum 2021 : 435  rows, 4  columns"
"Malaria Falciparum";2022;"Success";"Success Malaria Falciparum 2022 : 364  rows, 4  columns"
"Malaria Vivax";2009;"Success";"Success Malaria Vivax 2009 : 835  rows, 4  columns"
"Malaria Vivax";2010;"Success";"Success Malaria Vivax 2010 : 953  rows, 4  columns"
"Malaria Vivax";2011;"Success";"Success Malaria Vivax 2011 : 745  rows, 4  columns"
"Malaria Vivax";2012;"Success";"Success Malaria Vivax 2012 : 533  rows, 4  columns"
"Malaria Vivax";2013;"Success";"Success Malaria Vivax 2013 : 490  rows, 4  columns"
"Malaria Vivax";2014;"Success";"Success Malaria Vivax 2014 : 469  rows, 4  columns"
"Malaria Vivax";2015;"Success";"Success Malaria Vivax 2015 : 552  rows, 4  columns"
"Malaria Vivax";2016;"Success";"Success Malaria Vivax 2016 : 473  rows, 4  columns"
"Malaria Vivax";2017;"Success";"Success Malaria Vivax 2017 : 394  rows, 4  columns"
"Malaria Vivax";2018;"Success";"Success Malaria Vivax 2018 : 404  rows, 4  columns"
"Malaria Vivax";2019;"Success";"Success Malaria Vivax 2019 : 416  rows, 4  columns"
"Malaria Vivax";2020;"Success";"Success Malaria Vivax 2020 : 446  rows, 4  columns"
"Malaria Vivax";2021;"Success";"Success Malaria Vivax 2021 : 438  rows, 4  columns"
"Malaria Vivax";2022;"Success";"Success Malaria Vivax 2022 : 364  rows, 4  columns"
"Meningitis Bacteriana Y Enfermedad Meningocócica";2009;"Success";"Success Meningitis Bacteriana Y Enfermedad Meningocócica 2009 : 12  rows, 4  columns"
"Meningitis Bacteriana Y Enfermedad Meningocócica";2010;"Success";"Success Meningitis Bacteriana Y Enfermedad Meningocócica 2010 : 23  rows, 4  columns"
"Meningitis Bacteriana Y Enfermedad Meningocócica";2011;"Success";"Success Meningitis Bacteriana Y Enfermedad Meningocócica 2011 : 18  rows, 4  columns"
"Meningitis Bacteriana Y Enfermedad Meningocócica";2012;"Success";"Success Meningitis Bacteriana Y Enfermedad Meningocócica 2012 : 18  rows, 4  columns"
"Meningitis Bacteriana Y Enfermedad Meningocócica";2013;"Success";"Success Meningitis Bacteriana Y Enfermedad Meningocócica 2013 : 10  rows, 4  columns"
"Meningitis Bacteriana Y Enfermedad Meningocócica";2015;"Success";"Success Meningitis Bacteriana Y Enfermedad Meningocócica 2015 : 18  rows, 4  columns"
"Meningitis Bacteriana Y Enfermedad Meningocócica";2016;"Success";"Success Meningitis Bacteriana Y Enfermedad Meningocócica 2016 : 35  rows, 4  columns"
"Meningitis Bacteriana Y Enfermedad Meningocócica";2017;"Success";"Success Meningitis Bacteriana Y Enfermedad Meningocócica 2017 : 17  rows, 4  columns"
"Meningitis Bacteriana Y Enfermedad Meningocócica";2018;"Success";"Success Meningitis Bacteriana Y Enfermedad Meningocócica 2018 : 9  rows, 4  columns"
"Meningitis Bacteriana Y Enfermedad Meningocócica";2019;"Success";"Success Meningitis Bacteriana Y Enfermedad Meningocócica 2019 : 3  rows, 4  columns"
"Meningitis Bacteriana Y Enfermedad Meningocócica";2020;"Success";"Success Meningitis Bacteriana Y Enfermedad Meningocócica 2020 : 5  rows, 4  columns"
"Meningitis Bacteriana Y Enfermedad Meningocócica";2021;"Success";"Success Meningitis Bacteriana Y Enfermedad Meningocócica 2021 : 11  rows, 4  columns"
"Meningitis Bacteriana Y Enfermedad Meningocócica";2022;"Success";"Success Meningitis Bacteriana Y Enfermedad Meningocócica 2022 : 18  rows, 4  columns"
"Meningitis Meningocócica";2009;"Success";"Success Meningitis Meningocócica 2009 : 66  rows, 4  columns"
"Meningitis Meningocócica";2010;"Success";"Success Meningitis Meningocócica 2010 : 64  rows, 4  columns"
"Meningitis Meningocócica";2011;"Success";"Success Meningitis Meningocócica 2011 : 133  rows, 4  columns"
"Meningitis Meningocócica";2012;"Success";"Success Meningitis Meningocócica 2012 : 60  rows, 4  columns"
"Meningitis Meningocócica";2013;"Success";"Success Meningitis Meningocócica 2013 : 49  rows, 4  columns"
"Meningitis Meningocócica";2014;"Success";"Success Meningitis Meningocócica 2014 : 63  rows, 4  columns"
"Meningitis Meningocócica";2015;"Success";"Success Meningitis Meningocócica 2015 : 61  rows, 4  columns"
"Meningitis Meningocócica";2016;"Success";"Success Meningitis Meningocócica 2016 : 85  rows, 4  columns"
"Meningitis Meningocócica";2017;"Success";"Success Meningitis Meningocócica 2017 : 90  rows, 4  columns"
"Meningitis Meningocócica";2018;"Success";"Success Meningitis Meningocócica 2018 : 94  rows, 4  columns"
"Meningitis Meningocócica";2019;"Success";"Success Meningitis Meningocócica 2019 : 95  rows, 4  columns"
"Meningitis Meningocócica";2020;"Success";"Success Meningitis Meningocócica 2020 : 45  rows, 4  columns"
"Meningitis Meningocócica";2021;"Success";"Success Meningitis Meningocócica 2021 : 29  rows, 4  columns"
"Meningitis Meningocócica";2022;"Success";"Success Meningitis Meningocócica 2022 : 50  rows, 4  columns"
"Meningitis Por Haemophilus Influenzae";2009;"Success";"Success Meningitis Por Haemophilus Influenzae 2009 : 45  rows, 4  columns"
"Meningitis Por Haemophilus Influenzae";2010;"Success";"Success Meningitis Por Haemophilus Influenzae 2010 : 52  rows, 4  columns"
"Meningitis Por Haemophilus Influenzae";2011;"Success";"Success Meningitis Por Haemophilus Influenzae 2011 : 110  rows, 4  columns"
"Meningitis Por Haemophilus Influenzae";2012;"Success";"Success Meningitis Por Haemophilus Influenzae 2012 : 30  rows, 4  columns"
"Meningitis Por Haemophilus Influenzae";2013;"Success";"Success Meningitis Por Haemophilus Influenzae 2013 : 25  rows, 4  columns"
"Meningitis Por Haemophilus Influenzae";2014;"Success";"Success Meningitis Por Haemophilus Influenzae 2014 : 25  rows, 4  columns"
"Meningitis Por Haemophilus Influenzae";2015;"Success";"Success Meningitis Por Haemophilus Influenzae 2015 : 29  rows, 4  columns"
"Meningitis Por Haemophilus Influenzae";2016;"Success";"Success Meningitis Por Haemophilus Influenzae 2016 : 33  rows, 4  columns"
"Meningitis Por Haemophilus Influenzae";2017;"Success";"Success Meningitis Por Haemophilus Influenzae 2017 : 47  rows, 4  columns"
"Meningitis Por Haemophilus Influenzae";2018;"Success";"Success Meningitis Por Haemophilus Influenzae 2018 : 39  rows, 4  columns"
"Meningitis Por Haemophilus Influenzae";2019;"Success";"Success Meningitis Por Haemophilus Influenzae 2019 : 39  rows, 4  columns"
"Meningitis Por Haemophilus Influenzae";2020;"Success";"Success Meningitis Por Haemophilus Influenzae 2020 : 16  rows, 4  columns"
"Meningitis Por Haemophilus Influenzae";2021;"Success";"Success Meningitis Por Haemophilus Influenzae 2021 : 31  rows, 4  columns"
"Meningitis Por Haemophilus Influenzae";2022;"Success";"Success Meningitis Por Haemophilus Influenzae 2022 : 57  rows, 4  columns"
"Meningitis Por Neumococo";2009;"Success";"Success Meningitis Por Neumococo 2009 : 90  rows, 4  columns"
"Meningitis Por Neumococo";2010;"Success";"Success Meningitis Por Neumococo 2010 : 100  rows, 4  columns"
"Meningitis Por Neumococo";2011;"Success";"Success Meningitis Por Neumococo 2011 : 146  rows, 4  columns"
"Meningitis Por Neumococo";2012;"Success";"Success Meningitis Por Neumococo 2012 : 92  rows, 4  columns"
"Meningitis Por Neumococo";2013;"Success";"Success Meningitis Por Neumococo 2013 : 80  rows, 4  columns"
"Meningitis Por Neumococo";2014;"Success";"Success Meningitis Por Neumococo 2014 : 102  rows, 4  columns"
"Meningitis Por Neumococo";2015;"Success";"Success Meningitis Por Neumococo 2015 : 111  rows, 4  columns"
"Meningitis Por Neumococo";2016;"Success";"Success Meningitis Por Neumococo 2016 : 135  rows, 4  columns"
"Meningitis Por Neumococo";2017;"Success";"Success Meningitis Por Neumococo 2017 : 150  rows, 4  columns"
"Meningitis Por Neumococo";2018;"Success";"Success Meningitis Por Neumococo 2018 : 150  rows, 4  columns"
"Meningitis Por Neumococo";2019;"Success";"Success Meningitis Por Neumococo 2019 : 167  rows, 4  columns"
"Meningitis Por Neumococo";2020;"Success";"Success Meningitis Por Neumococo 2020 : 62  rows, 4  columns"
"Meningitis Por Neumococo";2021;"Success";"Success Meningitis Por Neumococo 2021 : 95  rows, 4  columns"
"Meningitis Por Neumococo";2022;"Success";"Success Meningitis Por Neumococo 2022 : 169  rows, 4  columns"
"Meningitis Tuberculosa";2009;"Success";"Success Meningitis Tuberculosa 2009 : 119  rows, 4  columns"
"Meningitis Tuberculosa";2010;"Success";"Success Meningitis Tuberculosa 2010 : 126  rows, 4  columns"
"Meningitis Tuberculosa";2012;"Success";"Success Meningitis Tuberculosa 2012 : 439  rows, 4  columns"
"Meningitis Tuberculosa";2013;"Success";"Success Meningitis Tuberculosa 2013 : 421  rows, 4  columns"
"Meningitis Tuberculosa";2014;"Success";"Success Meningitis Tuberculosa 2014 : 331  rows, 4  columns"
"Meningitis Tuberculosa";2015;"Success";"Success Meningitis Tuberculosa 2015 : 346  rows, 4  columns"
"Meningitis Tuberculosa";2016;"Success";"Success Meningitis Tuberculosa 2016 : 303  rows, 4  columns"
"Meningitis Tuberculosa";2017;"Success";"Success Meningitis Tuberculosa 2017 : 362  rows, 4  columns"
"Meningitis Tuberculosa";2018;"Success";"Success Meningitis Tuberculosa 2018 : 359  rows, 4  columns"
"Meningitis Tuberculosa";2019;"Success";"Success Meningitis Tuberculosa 2019 : 344  rows, 4  columns"
"Meningitis Tuberculosa";2020;"Success";"Success Meningitis Tuberculosa 2020 : 338  rows, 4  columns"
"Meningitis Tuberculosa";2021;"Success";"Success Meningitis Tuberculosa 2021 : 320  rows, 4  columns"
"Meningitis Tuberculosa";2022;"Success";"Success Meningitis Tuberculosa 2022 : 362  rows, 4  columns"
"Morbilidad Por Eda";2013;"Success";"Success Morbilidad Por Eda 2013 : 362  rows, 4  columns"
"Morbilidad Por Eda";2015;"Success";"Success Morbilidad Por Eda 2015 : 362  rows, 4  columns"
"Morbilidad Por Eda";2016;"Success";"Success Morbilidad Por Eda 2016 : 362  rows, 4  columns"
"Morbilidad Por Eda";2017;"Success";"Success Morbilidad Por Eda 2017 : 362  rows, 4  columns"
"Morbilidad Por Eda";2018;"Success";"Success Morbilidad Por Eda 2018 : 362  rows, 4  columns"
"Morbilidad Por Eda";2021;"Success";"Success Morbilidad Por Eda 2021 : 362  rows, 4  columns"
"Morbilidad Por Eda";2022;"Success";"Success Morbilidad Por Eda 2022 : 362  rows, 4  columns"
"Morbilidad Por Ira";2012;"Success";"Success Morbilidad Por Ira 2012 : 362  rows, 4  columns"
"Morbilidad Por Ira";2013;"Success";"Success Morbilidad Por Ira 2013 : 362  rows, 4  columns"
"Morbilidad Por Ira";2014;"Success";"Success Morbilidad Por Ira 2014 : 362  rows, 4  columns"
"Morbilidad Por Ira";2015;"Success";"Success Morbilidad Por Ira 2015 : 362  rows, 4  columns"
"Morbilidad Por Ira";2016;"Success";"Success Morbilidad Por Ira 2016 : 362  rows, 4  columns"
"Morbilidad Por Ira";2017;"Success";"Success Morbilidad Por Ira 2017 : 362  rows, 4  columns"
"Morbilidad Por Ira";2018;"Success";"Success Morbilidad Por Ira 2018 : 362  rows, 4  columns"
"Morbilidad Por Ira";2019;"Success";"Success Morbilidad Por Ira 2019 : 362  rows, 4  columns"
"Morbilidad Por Ira";2020;"Success";"Success Morbilidad Por Ira 2020 : 362  rows, 4  columns"
"Morbilidad Por Ira";2021;"Success";"Success Morbilidad Por Ira 2021 : 362  rows, 4  columns"
"Morbilidad Por Ira";2022;"Success";"Success Morbilidad Por Ira 2022 : 362  rows, 4  columns"
"Mortalidad Materna";2009;"Success";"Success Mortalidad Materna 2009 : 52  rows, 4  columns"
"Mortalidad Materna";2010;"Success";"Success Mortalidad Materna 2010 : 52  rows, 4  columns"
"Mortalidad Materna";2011;"Success";"Success Mortalidad Materna 2011 : 440  rows, 4  columns"
"Mortalidad Materna";2012;"Success";"Success Mortalidad Materna 2012 : 463  rows, 4  columns"
"Mortalidad Materna";2013;"Success";"Success Mortalidad Materna 2013 : 389  rows, 4  columns"
"Mortalidad Materna";2014;"Success";"Success Mortalidad Materna 2014 : 411  rows, 4  columns"
"Mortalidad Materna";2015;"Success";"Success Mortalidad Materna 2015 : 407  rows, 4  columns"
"Mortalidad Materna";2016;"Success";"Success Mortalidad Materna 2016 : 412  rows, 4  columns"
"Mortalidad Materna";2017;"Success";"Success Mortalidad Materna 2017 : 433  rows, 4  columns"
"Mortalidad Materna";2018;"Success";"Success Mortalidad Materna 2018 : 429  rows, 4  columns"
"Mortalidad Materna";2019;"Success";"Success Mortalidad Materna 2019 : 450  rows, 4  columns"
"Mortalidad Materna";2020;"Success";"Success Mortalidad Materna 2020 : 479  rows, 4  columns"
"Mortalidad Materna";2021;"Success";"Success Mortalidad Materna 2021 : 525  rows, 4  columns"
"Mortalidad Materna";2022;"Success";"Success Mortalidad Materna 2022 : 379  rows, 4  columns"
"Mortalidad Perinatal Y Neonatal Tardía";2007;"Error";"Error limpiar_data_sivigila with  Mortalidad Perinatal Y Neonatal Tardía 2007 Error in limpiar_data_sivigila(data_event = data_event): El parametro data_event no debe estar vacio
"
"Mortalidad Perinatal Y Neonatal Tardía";2009;"Success";"Success Mortalidad Perinatal Y Neonatal Tardía 2009 : 900  rows, 4  columns"
"Mortalidad Perinatal Y Neonatal Tardía";2010;"Success";"Success Mortalidad Perinatal Y Neonatal Tardía 2010 : 941  rows, 4  columns"
"Mortalidad Perinatal Y Neonatal Tardía";2011;"Success";"Success Mortalidad Perinatal Y Neonatal Tardía 2011 : 1138  rows, 4  columns"
"Mortalidad Perinatal Y Neonatal Tardía";2012;"Success";"Success Mortalidad Perinatal Y Neonatal Tardía 2012 : 1341  rows, 4  columns"
"Mortalidad Perinatal Y Neonatal Tardía";2013;"Success";"Success Mortalidad Perinatal Y Neonatal Tardía 2013 : 1334  rows, 4  columns"
"Mortalidad Perinatal Y Neonatal Tardía";2014;"Success";"Success Mortalidad Perinatal Y Neonatal Tardía 2014 : 1425  rows, 4  columns"
"Mortalidad Perinatal Y Neonatal Tardía";2015;"Success";"Success Mortalidad Perinatal Y Neonatal Tardía 2015 : 1340  rows, 4  columns"
"Mortalidad Perinatal Y Neonatal Tardía";2016;"Success";"Success Mortalidad Perinatal Y Neonatal Tardía 2016 : 1413  rows, 4  columns"
"Mortalidad Perinatal Y Neonatal Tardía";2017;"Success";"Success Mortalidad Perinatal Y Neonatal Tardía 2017 : 1463  rows, 4  columns"
"Mortalidad Perinatal Y Neonatal Tardía";2018;"Success";"Success Mortalidad Perinatal Y Neonatal Tardía 2018 : 1377  rows, 4  columns"
"Mortalidad Perinatal Y Neonatal Tardía";2019;"Success";"Success Mortalidad Perinatal Y Neonatal Tardía 2019 : 1401  rows, 4  columns"
"Mortalidad Perinatal Y Neonatal Tardía";2020;"Success";"Success Mortalidad Perinatal Y Neonatal Tardía 2020 : 1326  rows, 4  columns"
"Mortalidad Perinatal Y Neonatal Tardía";2021;"Success";"Success Mortalidad Perinatal Y Neonatal Tardía 2021 : 1357  rows, 4  columns"
"Mortalidad Perinatal Y Neonatal Tardía";2022;"Success";"Success Mortalidad Perinatal Y Neonatal Tardía 2022 : 1193  rows, 4  columns"
"Mortalidad Por Dengue";2009;"Success";"Success Mortalidad Por Dengue 2009 : 49  rows, 4  columns"
"Mortalidad Por Dengue";2010;"Success";"Success Mortalidad Por Dengue 2010 : 224  rows, 4  columns"
"Mortalidad Por Dengue";2011;"Success";"Success Mortalidad Por Dengue 2011 : 41  rows, 4  columns"
"Mortalidad Por Dengue";2012;"Success";"Success Mortalidad Por Dengue 2012 : 82  rows, 4  columns"
"Mortalidad Por Dengue";2013;"Success";"Success Mortalidad Por Dengue 2013 : 164  rows, 4  columns"
"Mortalidad Por Dengue";2014;"Success";"Success Mortalidad Por Dengue 2014 : 153  rows, 4  columns"
"Mortalidad Por Dengue";2015;"Success";"Success Mortalidad Por Dengue 2015 : 134  rows, 4  columns"
"Mortalidad Por Dengue";2016;"Success";"Success Mortalidad Por Dengue 2016 : 115  rows, 4  columns"
"Mortalidad Por Dengue";2017;"Success";"Success Mortalidad Por Dengue 2017 : 21  rows, 4  columns"
"Mortalidad Por Dengue";2018;"Success";"Success Mortalidad Por Dengue 2018 : 66  rows, 4  columns"
"Mortalidad Por Dengue";2019;"Success";"Success Mortalidad Por Dengue 2019 : 113  rows, 4  columns"
"Mortalidad Por Dengue";2020;"Success";"Success Mortalidad Por Dengue 2020 : 63  rows, 4  columns"
"Mortalidad Por Dengue";2021;"Success";"Success Mortalidad Por Dengue 2021 : 70  rows, 4  columns"
"Mortalidad Por Dengue";2022;"Success";"Success Mortalidad Por Dengue 2022 : 83  rows, 4  columns"
"Mortalidad Por Desnutrición";2013;"Success";"Success Mortalidad Por Desnutrición 2013 : 203  rows, 4  columns"
"Mortalidad Por Desnutrición";2014;"Success";"Success Mortalidad Por Desnutrición 2014 : 292  rows, 4  columns"
"Mortalidad Por Desnutrición";2015;"Success";"Success Mortalidad Por Desnutrición 2015 : 218  rows, 4  columns"
"Mortalidad Por Desnutrición";2016;"Success";"Success Mortalidad Por Desnutrición 2016 : 233  rows, 4  columns"
"Mortalidad Por Desnutrición";2017;"Success";"Success Mortalidad Por Desnutrición 2017 : 195  rows, 4  columns"
"Mortalidad Por Desnutrición";2018;"Success";"Success Mortalidad Por Desnutrición 2018 : 249  rows, 4  columns"
"Mortalidad Por Desnutrición";2019;"Success";"Success Mortalidad Por Desnutrición 2019 : 245  rows, 4  columns"
"Mortalidad Por Desnutrición";2020;"Success";"Success Mortalidad Por Desnutrición 2020 : 149  rows, 4  columns"
"Mortalidad Por Desnutrición";2021;"Success";"Success Mortalidad Por Desnutrición 2021 : 187  rows, 4  columns"
"Mortalidad Por Desnutrición";2022;"Success";"Success Mortalidad Por Desnutrición 2022 : 312  rows, 4  columns"
"Mortalidad Por Eda 0-4 Años";2009;"Success";"Success Mortalidad Por Eda 0-4 Años 2009 : 151  rows, 4  columns"
"Mortalidad Por Eda 0-4 Años";2010;"Success";"Success Mortalidad Por Eda 0-4 Años 2010 : 146  rows, 4  columns"
"Mortalidad Por Eda 0-4 Años";2011;"Success";"Success Mortalidad Por Eda 0-4 Años 2011 : 129  rows, 4  columns"
"Mortalidad Por Eda 0-4 Años";2012;"Success";"Success Mortalidad Por Eda 0-4 Años 2012 : 102  rows, 4  columns"
"Mortalidad Por Eda 0-4 Años";2013;"Success";"Success Mortalidad Por Eda 0-4 Años 2013 : 107  rows, 4  columns"
"Mortalidad Por Eda 0-4 Años";2014;"Success";"Success Mortalidad Por Eda 0-4 Años 2014 : 141  rows, 4  columns"
"Mortalidad Por Eda 0-4 Años";2015;"Success";"Success Mortalidad Por Eda 0-4 Años 2015 : 120  rows, 4  columns"
"Mortalidad Por Eda 0-4 Años";2016;"Success";"Success Mortalidad Por Eda 0-4 Años 2016 : 131  rows, 4  columns"
"Mortalidad Por Eda 0-4 Años";2017;"Success";"Success Mortalidad Por Eda 0-4 Años 2017 : 122  rows, 4  columns"
"Mortalidad Por Eda 0-4 Años";2018;"Success";"Success Mortalidad Por Eda 0-4 Años 2018 : 139  rows, 4  columns"
"Mortalidad Por Eda 0-4 Años";2019;"Success";"Success Mortalidad Por Eda 0-4 Años 2019 : 169  rows, 4  columns"
"Mortalidad Por Eda 0-4 Años";2020;"Success";"Success Mortalidad Por Eda 0-4 Años 2020 : 112  rows, 4  columns"
"Mortalidad Por Eda 0-4 Años";2021;"Success";"Success Mortalidad Por Eda 0-4 Años 2021 : 104  rows, 4  columns"
"Mortalidad Por Eda 0-4 Años";2022;"Success";"Success Mortalidad Por Eda 0-4 Años 2022 : 86  rows, 4  columns"
"Mortalidad Por Ira";2009;"Success";"Success Mortalidad Por Ira 2009 : 297  rows, 4  columns"
"Mortalidad Por Ira";2010;"Success";"Success Mortalidad Por Ira 2010 : 309  rows, 4  columns"
"Mortalidad Por Ira";2011;"Success";"Success Mortalidad Por Ira 2011 : 271  rows, 4  columns"
"Mortalidad Por Ira";2012;"Success";"Success Mortalidad Por Ira 2012 : 491  rows, 4  columns"
