"Desease";"Año";"Resultado";"Funcion donde se obtuve el resultado";"Mensaje"
"Fiebre Tifoidea Y Paratifoidea";"2021";"Success";"agrupar_fecha_notifica";"Success Fiebre Tifoidea Y Paratifoidea 2021 : 63  rows, 4  columns"
"Fiebre Tifoidea Y Paratifoidea";"2022";"Success";"agrupar_fecha_notifica";"Success Fiebre Tifoidea Y Paratifoidea 2022 : 52  rows, 4  columns"
"Hepatitis A";"2007";"Success";"agrupar_fecha_notifica";"Success Hepatitis A 2007 : 52  rows, 4  columns"
"Hepatitis A";"2008";"Success";"agrupar_fecha_notifica";"Success Hepatitis A 2008 : 52  rows, 4  columns"
"Hepatitis A";"2009";"Success";"agrupar_fecha_notifica";"Success Hepatitis A 2009 : 52  rows, 4  columns"
"Hepatitis A";"2010";"Error";"import_data_event";"Error import_data_event Hepatitis A 2010 :  [1m[33mError[39m in `httr2::req_perform()`:[22m
[33m![39m HTTP 404 Not Found.
"
"Hepatitis A";"2011";"Success";"agrupar_fecha_notifica";"Success Hepatitis A 2011 : 52  rows, 4  columns"
"Hepatitis A";"2012";"Success";"agrupar_fecha_notifica";"Success Hepatitis A 2012 : 52  rows, 4  columns"
"Hepatitis A";"2013";"Error";"import_data_event";"Error import_data_event Hepatitis A 2013 :  [1m[33mError[39m in `httr2::req_perform()`:[22m
[33m![39m HTTP 404 Not Found.
"
"Hepatitis A";"2014";"Success";"agrupar_fecha_notifica";"Success Hepatitis A 2014 : 1831  rows, 4  columns"
"Hepatitis A";"2015";"Success";"agrupar_fecha_notifica";"Success Hepatitis A 2015 : 1831  rows, 4  columns"
"Hepatitis A";"2016";"Success";"agrupar_fecha_notifica";"Success Hepatitis A 2016 : 1423  rows, 4  columns"
"Hepatitis A";"2017";"Success";"agrupar_fecha_notifica";"Success Hepatitis A 2017 : 1509  rows, 4  columns"
"Hepatitis A";"2018";"Success";"agrupar_fecha_notifica";"Success Hepatitis A 2018 : 1509  rows, 4  columns"
"Hepatitis A";"2019";"Success";"agrupar_fecha_notifica";"Success Hepatitis A 2019 : 2368  rows, 4  columns"
"Hepatitis A";"2020";"Success";"agrupar_fecha_notifica";"Success Hepatitis A 2020 : 1275  rows, 4  columns"
"Hepatitis A";"2021";"Success";"agrupar_fecha_notifica";"Success Hepatitis A 2021 : 972  rows, 4  columns"
"Hepatitis A";"2022";"Success";"agrupar_fecha_notifica";"Success Hepatitis A 2022 : 1631  rows, 4  columns"
"Hepatitis B, C Y Coinfección Hepatitis B Y Delta";"2007";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Hepatitis B, C Y Coinfección Hepatitis B Y Delta";"2008";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Hepatitis B, C Y Coinfección Hepatitis B Y Delta";"2009";"Success";"agrupar_fecha_notifica";"Success Hepatitis B, C Y Coinfección Hepatitis B Y Delta 2009 : 1  rows, 4  columns"
"Hepatitis B, C Y Coinfección Hepatitis B Y Delta";"2010";"Success";"agrupar_fecha_notifica";"Success Hepatitis B, C Y Coinfección Hepatitis B Y Delta 2010 : 803  rows, 4  columns"
"Hepatitis B, C Y Coinfección Hepatitis B Y Delta";"2011";"Success";"agrupar_fecha_notifica";"Success Hepatitis B, C Y Coinfección Hepatitis B Y Delta 2011 : 802  rows, 4  columns"
"Hepatitis B, C Y Coinfección Hepatitis B Y Delta";"2012";"Success";"agrupar_fecha_notifica";"Success Hepatitis B, C Y Coinfección Hepatitis B Y Delta 2012 : 395  rows, 4  columns"
"Hepatitis B, C Y Coinfección Hepatitis B Y Delta";"2013";"Success";"agrupar_fecha_notifica";"Success Hepatitis B, C Y Coinfección Hepatitis B Y Delta 2013 : 384  rows, 4  columns"
"Hepatitis B, C Y Coinfección Hepatitis B Y Delta";"2014";"Success";"agrupar_fecha_notifica";"Success Hepatitis B, C Y Coinfección Hepatitis B Y Delta 2014 : 365  rows, 4  columns"
"Hepatitis B, C Y Coinfección Hepatitis B Y Delta";"2015";"Success";"agrupar_fecha_notifica";"Success Hepatitis B, C Y Coinfección Hepatitis B Y Delta 2015 : 354  rows, 4  columns"
"Hepatitis B, C Y Coinfección Hepatitis B Y Delta";"2016";"Success";"agrupar_fecha_notifica";"Success Hepatitis B, C Y Coinfección Hepatitis B Y Delta 2016 : 346  rows, 4  columns"
"Hepatitis B, C Y Coinfección Hepatitis B Y Delta";"2017";"Success";"agrupar_fecha_notifica";"Success Hepatitis B, C Y Coinfección Hepatitis B Y Delta 2017 : 341  rows, 4  columns"
"Hepatitis B, C Y Coinfección Hepatitis B Y Delta";"2018";"Success";"agrupar_fecha_notifica";"Success Hepatitis B, C Y Coinfección Hepatitis B Y Delta 2018 : 347  rows, 4  columns"
"Hepatitis B, C Y Coinfección Hepatitis B Y Delta";"2019";"Success";"agrupar_fecha_notifica";"Success Hepatitis B, C Y Coinfección Hepatitis B Y Delta 2019 : 339  rows, 4  columns"
"Hepatitis B, C Y Coinfección Hepatitis B Y Delta";"2020";"Success";"agrupar_fecha_notifica";"Success Hepatitis B, C Y Coinfección Hepatitis B Y Delta 2020 : 316  rows, 4  columns"
"Hepatitis B, C Y Coinfección Hepatitis B Y Delta";"2021";"Success";"agrupar_fecha_notifica";"Success Hepatitis B, C Y Coinfección Hepatitis B Y Delta 2021 : 343  rows, 4  columns"
"Hepatitis B, C Y Coinfección Hepatitis B Y Delta";"2022";"Success";"agrupar_fecha_notifica";"Success Hepatitis B, C Y Coinfección Hepatitis B Y Delta 2022 : 354  rows, 4  columns"
"Hepatitis C";"2014";"Success";"agrupar_fecha_notifica";"Success Hepatitis C 2014 : 1831  rows, 4  columns"
"Hepatitis C";"2015";"Success";"agrupar_fecha_notifica";"Success Hepatitis C 2015 : 1831  rows, 4  columns"
"Hepatitis C";"2016";"Success";"agrupar_fecha_notifica";"Success Hepatitis C 2016 : 1423  rows, 4  columns"
"Hepatitis C";"2017";"Success";"agrupar_fecha_notifica";"Success Hepatitis C 2017 : 1509  rows, 4  columns"
"Hepatitis C";"2018";"Success";"agrupar_fecha_notifica";"Success Hepatitis C 2018 : 1509  rows, 4  columns"
"Hepatitis C";"2019";"Success";"agrupar_fecha_notifica";"Success Hepatitis C 2019 : 2368  rows, 4  columns"
"Hepatitis C";"2020";"Success";"agrupar_fecha_notifica";"Success Hepatitis C 2020 : 1275  rows, 4  columns"
"Hepatitis C";"2021";"Success";"agrupar_fecha_notifica";"Success Hepatitis C 2021 : 972  rows, 4  columns"
"Hepatitis C";"2022";"Success";"agrupar_fecha_notifica";"Success Hepatitis C 2022 : 1631  rows, 4  columns"
"Hipotiroidismo Congénito";"2007";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Hipotiroidismo Congénito";"2008";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Hipotiroidismo Congénito";"2009";"Success";"agrupar_fecha_notifica";"Success Hipotiroidismo Congénito 2009 : 75  rows, 4  columns"
"Hipotiroidismo Congénito";"2010";"Success";"agrupar_fecha_notifica";"Success Hipotiroidismo Congénito 2010 : 159  rows, 4  columns"
"Hipotiroidismo Congénito";"2011";"Success";"agrupar_fecha_notifica";"Success Hipotiroidismo Congénito 2011 : 215  rows, 4  columns"
"Hipotiroidismo Congénito";"2012";"Success";"agrupar_fecha_notifica";"Success Hipotiroidismo Congénito 2012 : 411  rows, 4  columns"
"Hipotiroidismo Congénito";"2013";"Success";"agrupar_fecha_notifica";"Success Hipotiroidismo Congénito 2013 : 206  rows, 4  columns"
"Hipotiroidismo Congénito";"2014";"Success";"agrupar_fecha_notifica";"Success Hipotiroidismo Congénito 2014 : 411  rows, 4  columns"
"Hipotiroidismo Congénito";"2015";"Success";"agrupar_fecha_notifica";"Success Hipotiroidismo Congénito 2015 : 392  rows, 4  columns"
"Hipotiroidismo Congénito";"2016";"Success";"agrupar_fecha_notifica";"Success Hipotiroidismo Congénito 2016 : 344  rows, 4  columns"
"Hipotiroidismo Congénito";"2017";"Success";"agrupar_fecha_notifica";"Success Hipotiroidismo Congénito 2017 : 232  rows, 4  columns"
"Hipotiroidismo Congénito";"2018";"Success";"agrupar_fecha_notifica";"Success Hipotiroidismo Congénito 2018 : 207  rows, 4  columns"
"Hipotiroidismo Congénito";"2019";"Success";"agrupar_fecha_notifica";"Success Hipotiroidismo Congénito 2019 : 192  rows, 4  columns"
"Hipotiroidismo Congénito";"2020";"Success";"agrupar_fecha_notifica";"Success Hipotiroidismo Congénito 2020 : 251  rows, 4  columns"
"Hipotiroidismo Congénito";"2021";"Success";"agrupar_fecha_notifica";"Success Hipotiroidismo Congénito 2021 : 274  rows, 4  columns"
"Hipotiroidismo Congénito";"2022";"Success";"agrupar_fecha_notifica";"Success Hipotiroidismo Congénito 2022 : 338  rows, 4  columns"
"Infección Respiratoria Aguda Grave Irag Inusitada";"2009";"Success";"agrupar_fecha_notifica";"Success Infección Respiratoria Aguda Grave Irag Inusitada 2009 : 176  rows, 4  columns"
"Infección Respiratoria Aguda Grave Irag Inusitada";"2010";"Success";"agrupar_fecha_notifica";"Success Infección Respiratoria Aguda Grave Irag Inusitada 2010 : 75  rows, 4  columns"
"Infección Respiratoria Aguda Grave Irag Inusitada";"2011";"Success";"agrupar_fecha_notifica";"Success Infección Respiratoria Aguda Grave Irag Inusitada 2011 : 456  rows, 4  columns"
"Infección Respiratoria Aguda Grave Irag Inusitada";"2012";"Success";"agrupar_fecha_notifica";"Success Infección Respiratoria Aguda Grave Irag Inusitada 2012 : 755  rows, 4  columns"
"Infección Respiratoria Aguda Grave Irag Inusitada";"2013";"Success";"agrupar_fecha_notifica";"Success Infección Respiratoria Aguda Grave Irag Inusitada 2013 : 853  rows, 4  columns"
"Infección Respiratoria Aguda Grave Irag Inusitada";"2014";"Success";"agrupar_fecha_notifica";"Success Infección Respiratoria Aguda Grave Irag Inusitada 2014 : 798  rows, 4  columns"
"Infección Respiratoria Aguda Grave Irag Inusitada";"2015";"Success";"agrupar_fecha_notifica";"Success Infección Respiratoria Aguda Grave Irag Inusitada 2015 : 798  rows, 4  columns"
"Infección Respiratoria Aguda Grave Irag Inusitada";"2016";"Success";"agrupar_fecha_notifica";"Success Infección Respiratoria Aguda Grave Irag Inusitada 2016 : 721  rows, 4  columns"
"Infección Respiratoria Aguda Grave Irag Inusitada";"2017";"Success";"agrupar_fecha_notifica";"Success Infección Respiratoria Aguda Grave Irag Inusitada 2017 : 698  rows, 4  columns"
"Infección Respiratoria Aguda Grave Irag Inusitada";"2018";"Success";"agrupar_fecha_notifica";"Success Infección Respiratoria Aguda Grave Irag Inusitada 2018 : 605  rows, 4  columns"
"Infección Respiratoria Aguda Grave Irag Inusitada";"2019";"Success";"agrupar_fecha_notifica";"Success Infección Respiratoria Aguda Grave Irag Inusitada 2019 : 504  rows, 4  columns"
"Infección Respiratoria Aguda Grave Irag Inusitada";"2020";"Success";"agrupar_fecha_notifica";"Success Infección Respiratoria Aguda Grave Irag Inusitada 2020 : 1714  rows, 4  columns"
"Infección Respiratoria Aguda Grave Irag Inusitada";"2021";"Success";"agrupar_fecha_notifica";"Success Infección Respiratoria Aguda Grave Irag Inusitada 2021 : 427  rows, 4  columns"
"Infección Respiratoria Aguda Grave Irag Inusitada";"2022";"Success";"agrupar_fecha_notifica";"Success Infección Respiratoria Aguda Grave Irag Inusitada 2022 : 427  rows, 4  columns"
"Intoxicación Por Gases";"2010";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Gases 2010 : 91  rows, 4  columns"
"Intoxicación Por Gases";"2011";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Gases 2011 : 209  rows, 4  columns"
"Intoxicación Por Gases";"2012";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Gases 2012 : 207  rows, 4  columns"
"Intoxicación Por Gases";"2013";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Gases 2013 : 281  rows, 4  columns"
"Intoxicación Por Gases";"2014";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Gases 2014 : 290  rows, 4  columns"
"Intoxicación Por Gases";"2015";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Gases 2015 : 292  rows, 4  columns"
"Intoxicación Por Gases";"2016";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Gases 2016 : 331  rows, 4  columns"
"Intoxicación Por Gases";"2017";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Gases 2017 : 355  rows, 4  columns"
"Intoxicación Por Gases";"2018";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Gases 2018 : 321  rows, 4  columns"
"Intoxicación Por Gases";"2019";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Gases 2019 : 330  rows, 4  columns"
"Intoxicación Por Gases";"2020";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Gases 2020 : 211  rows, 4  columns"
"Intoxicación Por Gases";"2021";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Gases 2021 : 268  rows, 4  columns"
"Intoxicación Por Gases";"2022";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Gases 2022 : 346  rows, 4  columns"
"Intoxicación Por Medicamentos";"2007";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Intoxicación Por Medicamentos";"2008";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Intoxicación Por Medicamentos";"2009";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Medicamentos 2009 : 600  rows, 4  columns"
"Intoxicación Por Medicamentos";"2010";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Medicamentos 2010 : 580  rows, 4  columns"
"Intoxicación Por Medicamentos";"2011";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Medicamentos 2011 : 611  rows, 4  columns"
"Intoxicación Por Medicamentos";"2012";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Medicamentos 2012 : 1035  rows, 4  columns"
"Intoxicación Por Medicamentos";"2013";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Medicamentos 2013 : 1044  rows, 4  columns"
"Intoxicación Por Medicamentos";"2014";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Medicamentos 2014 : 1044  rows, 4  columns"
"Intoxicación Por Medicamentos";"2015";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Medicamentos 2015 : 1044  rows, 4  columns"
"Intoxicación Por Medicamentos";"2016";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Medicamentos 2016 : 1081  rows, 4  columns"
"Intoxicación Por Medicamentos";"2017";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Medicamentos 2017 : 1238  rows, 4  columns"
"Intoxicación Por Medicamentos";"2018";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Medicamentos 2018 : 1238  rows, 4  columns"
"Intoxicación Por Medicamentos";"2019";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Medicamentos 2019 : 1238  rows, 4  columns"
"Intoxicación Por Medicamentos";"2020";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Medicamentos 2020 : 947  rows, 4  columns"
"Intoxicación Por Medicamentos";"2021";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Medicamentos 2021 : 1312  rows, 4  columns"
"Intoxicación Por Medicamentos";"2022";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Medicamentos 2022 : 1590  rows, 4  columns"
"Intoxicación Por Metales Pesados";"2007";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Intoxicación Por Metales Pesados";"2008";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Intoxicación Por Metales Pesados";"2009";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Metales Pesados 2009 : 123  rows, 4  columns"
"Intoxicación Por Metales Pesados";"2010";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Metales Pesados 2010 : 115  rows, 4  columns"
"Intoxicación Por Metales Pesados";"2011";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Metales Pesados 2011 : 115  rows, 4  columns"
"Intoxicación Por Metales Pesados";"2012";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Metales Pesados 2012 : 112  rows, 4  columns"
"Intoxicación Por Metales Pesados";"2013";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Metales Pesados 2013 : 94  rows, 4  columns"
"Intoxicación Por Metales Pesados";"2014";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Metales Pesados 2014 : 137  rows, 4  columns"
"Intoxicación Por Metales Pesados";"2015";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Metales Pesados 2015 : 91  rows, 4  columns"
"Intoxicación Por Metales Pesados";"2016";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Metales Pesados 2016 : 103  rows, 4  columns"
"Intoxicación Por Metales Pesados";"2017";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Metales Pesados 2017 : 129  rows, 4  columns"
"Intoxicación Por Metales Pesados";"2018";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Metales Pesados 2018 : 89  rows, 4  columns"
"Intoxicación Por Metales Pesados";"2019";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Metales Pesados 2019 : 66  rows, 4  columns"
"Intoxicación Por Metales Pesados";"2020";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Metales Pesados 2020 : 44  rows, 4  columns"
"Intoxicación Por Metales Pesados";"2021";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Metales Pesados 2021 : 51  rows, 4  columns"
"Intoxicación Por Metales Pesados";"2022";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Metales Pesados 2022 : 45  rows, 4  columns"
"Intoxicación Por Metanol";"2007";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Intoxicación Por Metanol";"2008";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Intoxicación Por Metanol";"2009";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Metanol 2009 : 75  rows, 4  columns"
"Intoxicación Por Metanol";"2010";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Metanol 2010 : 158  rows, 4  columns"
"Intoxicación Por Metanol";"2011";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Metanol 2011 : 210  rows, 4  columns"
"Intoxicación Por Metanol";"2012";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Metanol 2012 : 112  rows, 4  columns"
"Intoxicación Por Metanol";"2013";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Metanol 2013 : 95  rows, 4  columns"
"Intoxicación Por Metanol";"2014";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Metanol 2014 : 96  rows, 4  columns"
"Intoxicación Por Metanol";"2015";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Metanol 2015 : 180  rows, 4  columns"
"Intoxicación Por Metanol";"2016";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Metanol 2016 : 213  rows, 4  columns"
"Intoxicación Por Metanol";"2017";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Metanol 2017 : 199  rows, 4  columns"
"Intoxicación Por Metanol";"2018";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Metanol 2018 : 205  rows, 4  columns"
"Intoxicación Por Metanol";"2019";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Metanol 2019 : 187  rows, 4  columns"
"Intoxicación Por Metanol";"2020";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Metanol 2020 : 127  rows, 4  columns"
"Intoxicación Por Metanol";"2021";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Metanol 2021 : 162  rows, 4  columns"
"Intoxicación Por Metanol";"2022";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Metanol 2022 : 172  rows, 4  columns"
"Intoxicación Por Otras Sustancias Químicas";"2012";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Otras Sustancias Químicas 2012 : 768  rows, 4  columns"
"Intoxicación Por Otras Sustancias Químicas";"2013";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Otras Sustancias Químicas 2013 : 815  rows, 4  columns"
"Intoxicación Por Otras Sustancias Químicas";"2014";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Otras Sustancias Químicas 2014 : 828  rows, 4  columns"
"Intoxicación Por Otras Sustancias Químicas";"2015";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Otras Sustancias Químicas 2015 : 828  rows, 4  columns"
"Intoxicación Por Otras Sustancias Químicas";"2016";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Otras Sustancias Químicas 2016 : 931  rows, 4  columns"
"Intoxicación Por Otras Sustancias Químicas";"2017";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Otras Sustancias Químicas 2017 : 981  rows, 4  columns"
"Intoxicación Por Otras Sustancias Químicas";"2018";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Otras Sustancias Químicas 2018 : 981  rows, 4  columns"
"Intoxicación Por Otras Sustancias Químicas";"2019";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Otras Sustancias Químicas 2019 : 981  rows, 4  columns"
"Intoxicación Por Otras Sustancias Químicas";"2020";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Otras Sustancias Químicas 2020 : 795  rows, 4  columns"
"Intoxicación Por Otras Sustancias Químicas";"2021";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Otras Sustancias Químicas 2021 : 831  rows, 4  columns"
"Intoxicación Por Otras Sustancias Químicas";"2022";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Otras Sustancias Químicas 2022 : 960  rows, 4  columns"
"Intoxicación Por Plaguicidas";"2007";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Plaguicidas 2007 : 960  rows, 4  columns"
"Intoxicación Por Plaguicidas";"2008";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Intoxicación Por Plaguicidas";"2009";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Plaguicidas 2009 : 527  rows, 4  columns"
"Intoxicación Por Plaguicidas";"2010";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Plaguicidas 2010 : 522  rows, 4  columns"
"Intoxicación Por Plaguicidas";"2011";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Plaguicidas 2011 : 532  rows, 4  columns"
"Intoxicación Por Plaguicidas";"2012";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Plaguicidas 2012 : 1042  rows, 4  columns"
"Intoxicación Por Plaguicidas";"2013";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Plaguicidas 2013 : 976  rows, 4  columns"
"Intoxicación Por Plaguicidas";"2014";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Plaguicidas 2014 : 976  rows, 4  columns"
"Intoxicación Por Plaguicidas";"2015";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Plaguicidas 2015 : 976  rows, 4  columns"
"Intoxicación Por Plaguicidas";"2016";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Plaguicidas 2016 : 1021  rows, 4  columns"
"Intoxicación Por Plaguicidas";"2017";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Plaguicidas 2017 : 1060  rows, 4  columns"
"Intoxicación Por Plaguicidas";"2018";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Plaguicidas 2018 : 1060  rows, 4  columns"
"Intoxicación Por Plaguicidas";"2019";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Plaguicidas 2019 : 1060  rows, 4  columns"
"Intoxicación Por Plaguicidas";"2020";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Plaguicidas 2020 : 787  rows, 4  columns"
"Intoxicación Por Plaguicidas";"2021";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Plaguicidas 2021 : 866  rows, 4  columns"
"Intoxicación Por Plaguicidas";"2022";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Plaguicidas 2022 : 957  rows, 4  columns"
"Intoxicación Por Solventes";"2007";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Intoxicación Por Solventes";"2008";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Intoxicación Por Solventes";"2009";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Solventes 2009 : 245  rows, 4  columns"
"Intoxicación Por Solventes";"2010";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Solventes 2010 : 288  rows, 4  columns"
"Intoxicación Por Solventes";"2011";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Solventes 2011 : 352  rows, 4  columns"
"Intoxicación Por Solventes";"2012";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Solventes 2012 : 439  rows, 4  columns"
"Intoxicación Por Solventes";"2013";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Solventes 2013 : 446  rows, 4  columns"
"Intoxicación Por Solventes";"2014";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Solventes 2014 : 466  rows, 4  columns"
"Intoxicación Por Solventes";"2015";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Solventes 2015 : 446  rows, 4  columns"
"Intoxicación Por Solventes";"2016";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Solventes 2016 : 465  rows, 4  columns"
"Intoxicación Por Solventes";"2017";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Solventes 2017 : 516  rows, 4  columns"
"Intoxicación Por Solventes";"2018";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Solventes 2018 : 472  rows, 4  columns"
"Intoxicación Por Solventes";"2019";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Solventes 2019 : 500  rows, 4  columns"
"Intoxicación Por Solventes";"2020";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Solventes 2020 : 432  rows, 4  columns"
"Intoxicación Por Solventes";"2021";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Solventes 2021 : 444  rows, 4  columns"
"Intoxicación Por Solventes";"2022";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Solventes 2022 : 524  rows, 4  columns"
"Intoxicación Por Sustancias Psicoactivas";"2010";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Sustancias Psicoactivas 2010 : 322  rows, 4  columns"
"Intoxicación Por Sustancias Psicoactivas";"2011";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Sustancias Psicoactivas 2011 : 497  rows, 4  columns"
"Intoxicación Por Sustancias Psicoactivas";"2012";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Sustancias Psicoactivas 2012 : 914  rows, 4  columns"
"Intoxicación Por Sustancias Psicoactivas";"2013";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Sustancias Psicoactivas 2013 : 879  rows, 4  columns"
"Intoxicación Por Sustancias Psicoactivas";"2014";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Sustancias Psicoactivas 2014 : 879  rows, 4  columns"
"Intoxicación Por Sustancias Psicoactivas";"2015";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Sustancias Psicoactivas 2015 : 990  rows, 4  columns"
"Intoxicación Por Sustancias Psicoactivas";"2016";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Sustancias Psicoactivas 2016 : 1256  rows, 4  columns"
"Intoxicación Por Sustancias Psicoactivas";"2017";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Sustancias Psicoactivas 2017 : 1256  rows, 4  columns"
"Intoxicación Por Sustancias Psicoactivas";"2018";"Success";"agrupar_fecha_notifica";"Success Intoxicación Por Sustancias Psicoactivas 2018 : 1256  rows, 4  columns"
